Provincia,Referencia,Fecha Alta,Tipo,Operación,Superficie,Precio Venta,Fecha Venta,Vendedor
Lleida,609,2004-08-11,Suelo,Venta,287,1790880,2004-11-18,Pedro
Barcelona,610,2004-08-11,Local,Venta,127,1058545,2005-01-23,Joaquín
Barcelona,611,2004-08-11,Casa,Venta,294,2658936,2005-06-21,Luisa
Barcelona,613,2004-08-11,Industrial,Venta,225,1879200,2004-11-19,Pedro
Barcelona,614,2004-08-12,Casa,Alquiler,241,1085705,2005-01-28,Pedro
Lleida,615,2004-08-12,Local,Venta,283,1992320,2005-04-07,María
Barcelona,616,2004-08-12,Piso,Alquiler,231,1237929,2005-04-13,Luisa
Lleida,617,2004-08-13,Piso,Venta,172,1283980,2005-01-27,Carmen
Tarragona,621,2004-08-14,Industrial,Venta,223,2171128,2005-03-23,Carmen
Barcelona,622,2004-08-14,Piso,Venta,123,1116348,2005-06-29,Luisa
Tarragona,624,2004-08-15,Industrial,Venta,154,1122352,2005-05-11,Jesús
Girona,625,2004-08-15,Industrial,Alquiler,222,2171826,2005-01-12,Carmen
Tarragona,626,2004-08-16,Piso,Alquiler,263,2061131,2005-07-28,Joaquín
Tarragona,628,2004-08-16,Casa,Alquiler,212,1360828,2005-04-24,Jesús
Girona,629,2004-08-17,Piso,Venta,249,1427019,2004-12-04,Jesús
Girona,630,2004-08-17,Parking,Alquiler,170,1567060,2005-02-19,María
Barcelona,631,2004-08-17,Parking,Alquiler,272,1972816,2005-08-14,Carmen
Girona,632,2004-08-17,Piso,Venta,201,1816437,2005-05-10,Pedro
Girona,633,2004-08-17,Parking,Alquiler,167,1191044,2005-01-11,Luisa
Tarragona,634,2004-08-18,Piso,Alquiler,283,2576432,2005-05-13,María
Tarragona,636,2004-08-18,Piso,Alquiler,181,1161477,2005-05-07,María
Girona,639,2004-08-19,Piso,Alquiler,277,2646181,2005-07-04,Carmen
Tarragona,640,2004-08-19,Industrial,Alquiler,182,1243060,2005-07-16,María
Girona,641,2004-08-19,Oficina,Venta,249,2306238,2005-03-02,María
Lleida,643,2004-08-20,Industrial,Alquiler,255,2338095,2005-08-10,Carmen
Tarragona,644,2004-08-20,Industrial,Alquiler,164,1162104,2005-05-10,Pedro
Tarragona,645,2004-08-20,Industrial,Venta,227,1917696,2005-02-22,Joaquín
Lleida,646,2004-08-20,Parking,Alquiler,168,1192800,2005-07-14,Joaquín
Girona,648,2004-08-21,Oficina,Venta,267,1153173,2005-03-28,Pedro
Girona,651,2004-08-22,Piso,Venta,207,1015956,2005-06-17,Jesús
Girona,652,2004-08-22,Oficina,Alquiler,259,1080548,2004-12-31,María
Girona,654,2004-08-22,Oficina,Alquiler,207,1953873,2005-06-10,Luisa
Girona,655,2004-08-22,Oficina,Venta,293,2787016,2005-03-23,Luisa
Tarragona,656,2004-08-23,Oficina,Venta,252,1773072,2005-04-01,Luisa
Lleida,657,2004-08-23,Casa,Venta,284,1589832,2005-02-28,Luisa
Tarragona,658,2004-08-23,Parking,Venta,286,1442870,2005-08-09,Pedro
Tarragona,660,2004-08-23,Piso,Venta,176,1003552,2005-08-05,Carmen
Girona,661,2004-08-23,Local,Venta,278,1730550,2004-12-09,María
Girona,662,2004-08-24,Parking,Alquiler,254,1963166,2005-07-27,Joaquín
Girona,664,2004-08-24,Local,Alquiler,252,2057832,2005-03-14,Luisa
Girona,665,2004-08-25,Local,Alquiler,163,1520627,2005-04-20,Pedro
Lleida,666,2004-08-26,Suelo,Venta,271,1457980,2005-05-09,Luisa
Barcelona,668,2004-08-27,Parking,Venta,195,1513005,2005-01-21,Pedro
Tarragona,669,2004-08-27,Parking,Venta,290,1747830,2005-01-14,Luisa
Barcelona,670,2004-08-28,Industrial,Venta,289,2188597,2005-04-27,María
Barcelona,671,2004-08-28,Suelo,Alquiler,235,1277930,2005-04-07,Luisa
Tarragona,672,2004-08-28,Local,Alquiler,186,1225926,2005-05-16,Luisa
Girona,674,2004-08-29,Parking,Venta,152,1392168,2005-08-04,Pedro
Barcelona,678,2004-08-30,Industrial,Venta,225,1239300,2005-01-29,María
Tarragona,679,2004-08-30,Suelo,Venta,113,1074969,2005-04-16,Joaquín
Tarragona,680,2004-08-30,Piso,Alquiler,249,1029864,2005-05-06,Carmen
Tarragona,681,2004-08-30,Industrial,Alquiler,284,1166104,2005-04-08,Jesús
Lleida,682,2004-08-30,Oficina,Venta,274,1577692,2005-05-11,Joaquín
Lleida,683,2004-08-30,Piso,Alquiler,121,1049433,2005-06-07,Jesús
Tarragona,684,2004-08-31,Parking,Venta,247,2285244,2005-03-07,María
Lleida,687,2004-09-01,Piso,Alquiler,240,1214880,2005-04-09,Luisa
Lleida,692,2004-09-02,Oficina,Venta,177,1022883,2005-04-29,María
Barcelona,693,2004-09-03,Suelo,Venta,269,1722407,2004-12-21,Jesús
Lleida,695,2004-09-03,Local,Venta,205,1524585,2005-05-02,Pedro
Tarragona,696,2004-09-04,Suelo,Alquiler,256,1379328,2005-03-27,Luisa
Barcelona,697,2004-09-04,Local,Alquiler,163,1570016,2005-08-04,Carmen
Girona,700,2004-09-06,Local,Alquiler,299,1251315,2005-01-20,Luisa
Girona,701,2004-09-06,Casa,Venta,225,2023200,2004-12-27,Joaquín
Girona,702,2004-09-07,Piso,Alquiler,295,2553225,2005-01-14,Carmen
Tarragona,703,2004-09-07,Casa,Venta,160,1341120,2005-07-25,María
Barcelona,704,2004-09-08,Piso,Alquiler,278,2540364,2005-04-12,Carmen
Tarragona,705,2004-09-08,Oficina,Alquiler,271,1165842,2005-02-10,Luisa
Girona,706,2004-09-08,Piso,Alquiler,258,1501560,2005-01-05,Joaquín
Girona,707,2004-09-08,Industrial,Venta,215,1713120,2005-05-27,Carmen
Tarragona,708,2004-09-08,Industrial,Venta,158,1124012,2005-05-03,Pedro
Tarragona,709,2004-09-09,Casa,Alquiler,210,1181670,2005-07-13,Jesús
Lleida,710,2004-09-09,Parking,Venta,274,1291636,2005-05-24,María
Tarragona,711,2004-09-10,Casa,Venta,289,2114035,2004-12-14,Luisa
Lleida,712,2004-09-10,Parking,Alquiler,244,2280668,2005-07-16,María
Lleida,714,2004-09-10,Casa,Alquiler,235,2135210,2005-05-14,Pedro
Barcelona,716,2004-09-10,Oficina,Alquiler,206,1793848,2005-09-03,Luisa
Tarragona,719,2004-09-11,Oficina,Venta,283,1565839,2005-06-15,Pedro
Tarragona,720,2004-09-11,Casa,Venta,226,2216608,2005-07-09,Luisa
Barcelona,724,2004-09-12,Oficina,Alquiler,241,2085373,2005-07-07,Joaquín
Girona,726,2004-09-13,Parking,Venta,112,1081360,2005-05-03,María
Girona,727,2004-09-15,Suelo,Alquiler,195,1168440,2004-12-30,Luisa
Lleida,729,2004-09-16,Casa,Alquiler,197,1905187,2005-09-15,Pedro
Tarragona,730,2004-09-16,Parking,Alquiler,284,1830664,2005-01-02,Pedro
Girona,733,2004-09-17,Oficina,Alquiler,164,1225244,2005-08-07,Jesús
Lleida,738,2004-09-19,Suelo,Alquiler,294,1201578,2005-01-31,Luisa
Barcelona,739,2004-09-20,Piso,Venta,250,1527750,2005-02-10,Luisa
Barcelona,740,2004-09-21,Parking,Alquiler,254,2328418,2005-01-06,Joaquín
Tarragona,741,2004-09-21,Parking,Venta,126,1184274,2005-07-28,María
Barcelona,742,2004-09-22,Suelo,Venta,218,1330236,2004-12-27,Pedro
Barcelona,747,2004-09-22,Suelo,Alquiler,178,1355470,2004-12-24,María
Girona,748,2004-09-22,Industrial,Alquiler,228,2145480,2005-06-21,María
Girona,750,2004-09-23,Parking,Alquiler,294,1335936,2005-07-14,Carmen
Barcelona,752,2004-09-25,Local,Venta,182,1509872,2005-08-05,Luisa
Tarragona,754,2004-09-25,Piso,Alquiler,251,1206557,2005-05-20,María
Tarragona,755,2004-09-25,Oficina,Venta,235,2202655,2005-04-16,Pedro
Barcelona,758,2004-09-26,Piso,Venta,272,1535168,2005-07-26,Luisa
Barcelona,760,2004-09-26,Casa,Alquiler,299,1695330,2005-07-14,Joaquín
Girona,763,2004-09-27,Piso,Alquiler,291,2411808,2005-02-28,Joaquín
Girona,764,2004-09-27,Oficina,Alquiler,210,1122240,2005-08-27,Pedro
Girona,765,2004-09-28,Local,Alquiler,291,2354481,2005-01-26,Carmen
Girona,766,2004-09-29,Piso,Alquiler,204,1044480,2005-04-17,Jesús
Girona,768,2004-09-29,Piso,Venta,231,1213212,2005-06-24,Carmen
Barcelona,769,2004-10-02,Casa,Venta,159,1162131,2005-08-25,Pedro
Lleida,770,2004-10-04,Oficina,Venta,185,1343840,2005-04-17,Carmen
Barcelona,772,2004-10-04,Suelo,Venta,277,1363948,2005-01-02,Jesús
Tarragona,774,2004-10-05,Local,Alquiler,244,2332152,2005-06-05,Joaquín
Lleida,775,2004-10-05,Local,Venta,204,1606500,2005-07-25,Carmen
Barcelona,778,2004-10-06,Local,Alquiler,228,1554732,2005-08-17,Jesús
Tarragona,779,2004-10-06,Local,Alquiler,256,1877760,2005-04-14,María
Tarragona,780,2004-10-06,Local,Venta,185,1607280,2005-03-28,Carmen
Lleida,781,2004-10-06,Suelo,Alquiler,158,1217390,2005-04-27,Luisa
Girona,783,2004-10-06,Oficina,Alquiler,219,1455693,2005-01-28,Joaquín
Barcelona,785,2004-10-06,Casa,Alquiler,228,1685148,2005-10-05,Luisa
Barcelona,787,2004-10-06,Casa,Venta,279,2064879,2005-05-07,María
Barcelona,789,2004-10-07,Piso,Venta,251,1781849,2005-07-23,Luisa
Tarragona,792,2004-10-08,Piso,Venta,292,1565120,2005-10-02,Joaquín
Tarragona,794,2004-10-10,Oficina,Venta,277,1522946,2005-03-09,Joaquín
Barcelona,797,2004-10-11,Oficina,Venta,255,1442280,2005-05-04,Jesús
Girona,798,2004-10-11,Piso,Venta,222,1478742,2005-09-24,Jesús
Tarragona,799,2004-10-11,Suelo,Alquiler,278,2209822,2005-02-27,Jesús
Tarragona,801,2004-10-13,Local,Alquiler,159,1323198,2005-08-26,Jesús
Lleida,802,2004-10-13,Suelo,Venta,114,1106028,2005-02-27,María
Tarragona,803,2004-10-13,Local,Alquiler,163,1115409,2005-03-14,María
Barcelona,805,2004-10-14,Piso,Alquiler,243,1469178,2005-02-18,Pedro
Tarragona,807,2004-10-15,Suelo,Alquiler,259,1891736,2005-07-18,María
Tarragona,809,2004-10-15,Casa,Venta,222,1292484,2005-10-01,Pedro
Lleida,811,2004-10-16,Industrial,Venta,214,1805518,2005-08-30,Carmen
Tarragona,812,2004-10-16,Oficina,Venta,236,2208252,2005-04-21,Pedro
Barcelona,814,2004-10-17,Oficina,Alquiler,192,1627200,2005-01-27,Luisa
Tarragona,815,2004-10-17,Industrial,Venta,182,1690416,2005-09-04,Pedro
Barcelona,816,2004-10-18,Parking,Alquiler,232,2180104,2005-07-19,Joaquín
Tarragona,820,2004-10-19,Piso,Alquiler,206,1688170,2005-07-17,Jesús
Girona,821,2004-10-19,Parking,Venta,161,1392006,2005-07-12,María
Tarragona,822,2004-10-20,Industrial,Venta,259,1628333,2005-08-09,María
Girona,826,2004-10-21,Oficina,Alquiler,239,1709567,2005-06-10,Jesús
Tarragona,827,2004-10-22,Industrial,Venta,149,1391809,2005-08-06,Pedro
Barcelona,828,2004-10-23,Industrial,Alquiler,199,1278774,2005-04-06,Pedro
Lleida,829,2004-10-23,Local,Venta,152,1218888,2005-03-04,Joaquín
Lleida,830,2004-10-24,Local,Venta,143,1409551,2005-04-23,Jesús
Lleida,833,2004-10-24,Oficina,Alquiler,212,1968632,2005-10-23,Pedro
Lleida,835,2004-10-25,Parking,Venta,168,1276800,2005-07-25,Carmen
Tarragona,836,2004-10-25,Suelo,Venta,274,2124596,2005-02-21,Carmen
Girona,837,2004-10-27,Local,Venta,127,1021334,2005-05-21,Joaquín
Lleida,839,2004-10-27,Local,Venta,109,1029178,2005-07-13,Joaquín
Girona,840,2004-10-27,Parking,Alquiler,114,1040478,2005-04-29,Carmen
Girona,841,2004-10-27,Piso,Venta,120,1061160,2005-04-13,Luisa
Barcelona,843,2004-10-30,Casa,Venta,175,1712725,2005-03-12,Carmen
Tarragona,845,2004-10-31,Industrial,Venta,280,1485680,2005-10-23,Luisa
Tarragona,846,2004-10-31,Suelo,Alquiler,246,2214984,2005-09-22,Joaquín
Tarragona,848,2004-10-31,Oficina,Alquiler,223,1566129,2005-04-06,Jesús
Tarragona,849,2004-11-01,Casa,Venta,120,1003320,2005-07-18,Carmen
Girona,850,2004-11-01,Piso,Alquiler,159,1391091,2005-06-16,Carmen
Girona,851,2004-11-01,Casa,Alquiler,157,1032118,2005-06-16,Luisa
Girona,852,2004-11-02,Casa,Alquiler,237,1768020,2005-04-27,Luisa
Tarragona,853,2004-11-02,Piso,Venta,246,1708716,2005-03-16,Jesús
Lleida,854,2004-11-02,Piso,Alquiler,299,2430272,2005-03-26,Carmen
Girona,855,2004-11-03,Suelo,Venta,223,1650200,2005-08-28,Carmen
Girona,857,2004-11-03,Industrial,Venta,238,2379048,2005-09-08,María
Lleida,858,2004-11-03,Oficina,Alquiler,251,1821758,2005-06-11,Luisa
Lleida,860,2004-11-03,Piso,Venta,288,2242656,2005-02-11,Jesús
Barcelona,863,2004-11-06,Oficina,Alquiler,246,2328636,2005-03-10,Luisa
Girona,866,2004-11-07,Parking,Venta,136,1054544,2005-09-18,María
Lleida,869,2004-11-07,Parking,Alquiler,183,1082079,2005-09-07,Carmen
Tarragona,870,2004-11-08,Industrial,Venta,245,1951180,2005-04-06,Luisa
Girona,872,2004-11-09,Piso,Alquiler,185,1390460,2005-08-29,Jesús
Lleida,873,2004-11-09,Industrial,Alquiler,295,2923155,2005-05-06,Luisa
Girona,875,2004-11-09,Oficina,Alquiler,147,1259202,2005-05-03,Pedro
Barcelona,878,2004-11-10,Industrial,Alquiler,145,1372135,2005-04-18,Pedro
Lleida,879,2004-11-10,Oficina,Venta,147,1070307,2005-07-10,Pedro
Lleida,880,2004-11-11,Parking,Alquiler,272,1542784,2005-06-24,Joaquín
Girona,883,2004-11-11,Piso,Venta,266,1370964,2005-10-22,María
Girona,886,2004-11-12,Piso,Venta,133,1191281,2005-06-28,Joaquín
Barcelona,887,2004-11-13,Suelo,Alquiler,160,1356160,2005-11-08,Luisa
Lleida,889,2004-11-13,Oficina,Alquiler,236,1420012,2005-10-31,Pedro
Tarragona,890,2004-11-13,Oficina,Venta,165,1598520,2005-10-11,Pedro
Girona,891,2004-11-13,Casa,Venta,255,2543625,2005-08-29,Pedro
Tarragona,892,2004-11-14,Casa,Alquiler,226,2025638,2005-05-04,María
Tarragona,893,2004-11-14,Casa,Venta,228,1115604,2005-09-21,Pedro
Barcelona,895,2004-11-14,Industrial,Alquiler,229,1341024,2005-09-12,Jesús
Tarragona,896,2004-11-14,Piso,Alquiler,226,1340632,2005-09-24,Luisa
Barcelona,898,2004-11-15,Casa,Venta,258,2449452,2005-03-14,Jesús
Barcelona,900,2004-11-16,Casa,Alquiler,136,1072768,2005-04-02,Pedro
Girona,901,2004-11-16,Parking,Alquiler,294,1653456,2005-07-18,Pedro
Barcelona,902,2004-11-17,Oficina,Alquiler,294,2722146,2005-11-05,Joaquín
Tarragona,903,2004-11-17,Suelo,Alquiler,151,1029367,2005-05-05,Carmen
Tarragona,909,2004-11-18,Industrial,Venta,127,1204595,2005-04-15,Carmen
Tarragona,910,2004-11-19,Piso,Alquiler,197,1506853,2005-11-16,Jesús
Barcelona,911,2004-11-20,Local,Alquiler,135,1036665,2005-11-08,Pedro
Lleida,912,2004-11-20,Suelo,Alquiler,200,1967400,2005-08-30,Pedro
Lleida,913,2004-11-20,Suelo,Alquiler,250,1676500,2005-08-30,Pedro
Girona,915,2004-11-20,Oficina,Venta,285,1869885,2005-08-10,Jesús
Lleida,916,2004-11-21,Piso,Alquiler,155,1511095,2005-08-20,María
Tarragona,917,2004-11-21,Parking,Venta,263,1719757,2005-08-28,Pedro
Lleida,918,2004-11-22,Industrial,Alquiler,197,1662089,2005-06-29,Carmen
Lleida,919,2004-11-22,Casa,Alquiler,270,1311660,2005-10-11,María
Barcelona,920,2004-11-23,Industrial,Venta,137,1242042,2005-08-08,Luisa
Tarragona,921,2004-11-24,Suelo,Venta,163,1273030,2005-06-16,Luisa
Lleida,922,2004-11-24,Oficina,Venta,217,1238202,2005-05-11,Joaquín
Tarragona,923,2004-11-24,Suelo,Venta,257,1440742,2005-07-09,Carmen
Girona,924,2004-11-25,Parking,Alquiler,283,2213909,2005-05-10,Luisa
Lleida,925,2004-11-25,Parking,Alquiler,298,2039512,2005-10-11,Joaquín
Barcelona,926,2004-11-25,Suelo,Alquiler,298,2376550,2005-10-19,Luisa
Barcelona,928,2004-11-26,Industrial,Alquiler,283,1615647,2005-06-06,Joaquín
Tarragona,930,2004-11-27,Local,Venta,161,1604687,2005-03-05,Luisa
Lleida,931,2004-11-27,Suelo,Venta,223,2053384,2005-11-13,Carmen
Girona,934,2004-11-29,Casa,Alquiler,228,2212740,2005-10-10,Jesús
Lleida,935,2004-11-30,Oficina,Alquiler,164,1373008,2005-06-09,Pedro
Girona,937,2004-12-01,Industrial,Alquiler,276,1932552,2005-10-20,María
Girona,939,2004-12-01,Industrial,Alquiler,216,1962360,2005-05-17,Pedro
Barcelona,940,2004-12-02,Industrial,Venta,249,1662822,2005-07-11,Luisa
Tarragona,942,2004-12-02,Industrial,Alquiler,177,1485915,2005-04-29,Carmen
Tarragona,943,2004-12-03,Piso,Venta,268,1273000,2005-06-16,Carmen
Girona,946,2004-12-04,Piso,Venta,243,1447551,2005-09-13,Pedro
Girona,948,2004-12-05,Piso,Alquiler,237,1725597,2005-07-07,Pedro
Barcelona,949,2004-12-05,Parking,Alquiler,206,1241562,2005-07-27,María
Girona,950,2004-12-05,Piso,Venta,233,2153852,2005-03-11,Pedro
Girona,953,2004-12-07,Casa,Alquiler,240,1510320,2005-10-19,Carmen
Girona,955,2004-12-09,Suelo,Venta,200,1938400,2005-08-25,María
Tarragona,958,2004-12-10,Local,Alquiler,227,1071667,2005-05-26,Carmen
Tarragona,959,2004-12-10,Parking,Venta,291,1872876,2005-05-16,María
Girona,960,2004-12-10,Suelo,Venta,275,1732500,2005-07-10,Joaquín
Barcelona,962,2004-12-10,Oficina,Alquiler,174,1271592,2005-07-13,Joaquín
Lleida,963,2004-12-11,Local,Venta,190,1593720,2005-05-28,Pedro
Girona,964,2004-12-11,Suelo,Venta,185,1038590,2005-07-15,Luisa
Lleida,966,2004-12-11,Piso,Alquiler,213,1994532,2005-04-22,María
Lleida,969,2004-12-14,Piso,Venta,272,2581552,2005-10-22,Pedro
Girona,970,2004-12-14,Piso,Alquiler,232,1193408,2005-06-07,Luisa
Lleida,971,2004-12-14,Piso,Venta,200,1145600,2005-09-22,María
Girona,972,2004-12-14,Piso,Venta,219,1059303,2005-07-27,Joaquín
Barcelona,976,2004-12-16,Local,Alquiler,232,1236560,2005-11-20,Pedro
Barcelona,977,2004-12-16,Suelo,Alquiler,199,1494490,2005-04-04,Joaquín
Girona,981,2004-12-18,Local,Venta,278,2273762,2005-11-30,Pedro
Barcelona,982,2004-12-19,Casa,Alquiler,212,1588940,2005-08-29,Carmen
Barcelona,983,2004-12-19,Oficina,Alquiler,250,1127750,2005-04-04,Luisa
Lleida,984,2004-12-19,Suelo,Alquiler,278,1678286,2005-04-20,Jesús
Barcelona,985,2004-12-20,Piso,Alquiler,270,2427300,2005-09-06,Pedro
Lleida,986,2004-12-20,Suelo,Alquiler,212,1753240,2005-05-14,Joaquín
Lleida,987,2004-12-21,Industrial,Venta,258,1894752,2005-08-21,Carmen
Tarragona,988,2004-12-21,Casa,Alquiler,225,2000475,2005-07-12,Jesús
Barcelona,990,2004-12-21,Industrial,Venta,182,1717898,2005-04-24,Pedro
Barcelona,991,2004-12-21,Oficina,Venta,233,1870757,2005-10-13,Luisa
Girona,992,2004-12-22,Piso,Alquiler,281,2326118,2005-07-22,María
Tarragona,993,2004-12-22,Industrial,Venta,201,1911510,2005-06-23,Luisa
Girona,994,2004-12-22,Local,Venta,187,1346961,2005-12-20,Joaquín
Tarragona,995,2004-12-22,Oficina,Venta,180,1414800,2005-05-29,Joaquín
Girona,998,2004-12-23,Local,Venta,219,2101743,2005-07-30,Luisa
Lleida,1000,2004-12-24,Parking,Venta,300,2707200,2005-10-15,Luisa
Barcelona,1001,2004-12-25,Local,Venta,250,1368750,2005-06-07,Luisa
Barcelona,1002,2004-12-25,Piso,Alquiler,292,2677056,2005-07-22,María
Girona,1005,2004-12-26,Oficina,Alquiler,159,1437360,2005-06-12,Luisa
Lleida,1006,2004-12-26,Suelo,Venta,215,1706240,2005-04-25,Pedro
Tarragona,1009,2004-12-27,Piso,Alquiler,222,1266732,2005-06-23,Pedro
Tarragona,1012,2004-12-30,Oficina,Venta,173,1008071,2005-07-21,Jesús
Barcelona,1013,2004-12-31,Oficina,Venta,191,1657880,2005-09-06,Pedro
Barcelona,1014,2004-12-31,Casa,Venta,146,1457226,2005-11-05,María
Barcelona,1015,2004-12-31,Local,Alquiler,168,1508472,2005-12-03,Luisa
Barcelona,1016,2005-01-01,Parking,Alquiler,142,1276864,2005-10-24,María
Girona,1017,2005-01-01,Parking,Venta,217,2101862,2005-10-23,Carmen
Barcelona,1018,2005-01-01,Local,Alquiler,269,1360064,2005-08-17,Jesús
Lleida,1020,2005-01-02,Industrial,Alquiler,201,1176855,2005-10-07,María
Tarragona,1022,2005-01-03,Piso,Alquiler,237,1177653,2005-11-10,Joaquín
Barcelona,1024,2005-01-03,Piso,Alquiler,172,1615424,2005-11-19,Carmen
Tarragona,1025,2005-01-04,Industrial,Alquiler,216,2022624,2005-05-07,Jesús
Barcelona,1026,2005-01-04,Parking,Alquiler,206,1231262,2005-07-10,Luisa
Lleida,1029,2005-01-05,Piso,Alquiler,269,1089181,2005-07-25,Joaquín
Tarragona,1030,2005-01-05,Piso,Alquiler,221,1194505,2005-12-12,María
Barcelona,1031,2005-01-05,Industrial,Alquiler,143,1106677,2005-08-08,María
Barcelona,1032,2005-01-06,Industrial,Alquiler,170,1262250,2005-11-29,Luisa
Lleida,1033,2005-01-06,Casa,Alquiler,171,1236672,2005-06-07,Luisa
Barcelona,1035,2005-01-07,Industrial,Venta,252,2398788,2005-11-19,Jesús
Lleida,1036,2005-01-07,Local,Venta,180,1636560,2005-08-31,Luisa
Lleida,1037,2005-01-08,Industrial,Venta,271,2496723,2005-12-12,Jesús
Lleida,1039,2005-01-09,Casa,Alquiler,264,1441440,2005-10-28,Pedro
Barcelona,1040,2005-01-09,Local,Venta,162,1315440,2005-09-16,Jesús
Tarragona,1041,2005-01-09,Local,Alquiler,286,1732302,2005-08-26,Joaquín
Tarragona,1043,2005-01-11,Suelo,Alquiler,186,1844004,2005-06-19,Pedro
Tarragona,1044,2005-01-11,Piso,Alquiler,217,1603196,2005-12-11,Joaquín
Girona,1045,2005-01-11,Parking,Alquiler,260,2402920,2005-10-09,Joaquín
Girona,1046,2005-01-11,Suelo,Alquiler,240,1823280,2005-09-04,Luisa
Barcelona,1048,2005-01-12,Casa,Alquiler,279,2362572,2005-09-25,Luisa
Lleida,1051,2005-01-12,Parking,Venta,246,1940448,2005-10-08,Pedro
Barcelona,1054,2005-01-14,Oficina,Alquiler,251,2138771,2005-05-15,Carmen
Lleida,1055,2005-01-14,Local,Alquiler,149,1250408,2005-10-30,Pedro
Barcelona,1058,2005-01-15,Parking,Venta,221,1919827,2006-01-06,Joaquín
Barcelona,1063,2005-01-19,Oficina,Venta,213,1886541,2005-09-05,Jesús
Lleida,1065,2005-01-19,Industrial,Alquiler,200,1502800,2005-10-14,Joaquín
Girona,1066,2005-01-20,Suelo,Venta,287,2808008,2005-06-24,Pedro
Barcelona,1068,2005-01-21,Parking,Venta,221,1471197,2005-10-17,Joaquín
Tarragona,1069,2005-01-21,Local,Venta,108,1065744,2005-05-03,Pedro
Lleida,1070,2005-01-21,Parking,Venta,232,1162784,2005-08-23,Pedro
Girona,1071,2005-01-21,Parking,Venta,118,1134452,2005-04-27,Carmen
Tarragona,1073,2005-01-22,Oficina,Alquiler,246,2083866,2005-07-25,Luisa
Lleida,1074,2005-01-22,Industrial,Alquiler,293,2141830,2005-09-19,Joaquín
Barcelona,1075,2005-01-23,Parking,Alquiler,290,2275050,2005-09-20,Jesús
Barcelona,1077,2005-01-23,Local,Alquiler,212,1911604,2006-01-14,María
Barcelona,1078,2005-01-24,Oficina,Alquiler,254,1850644,2005-11-28,Carmen
Lleida,1080,2005-01-24,Local,Alquiler,287,2279354,2005-12-15,Joaquín
Barcelona,1081,2005-01-24,Piso,Alquiler,180,1128420,2005-10-13,Carmen
Tarragona,1082,2005-01-25,Oficina,Venta,173,1615128,2005-05-06,Carmen
Tarragona,1083,2005-01-25,Oficina,Alquiler,210,1332030,2006-01-02,Carmen
Girona,1084,2005-01-25,Parking,Alquiler,287,1370138,2005-05-03,Joaquín
Lleida,1086,2005-01-25,Piso,Alquiler,260,2546180,2005-05-23,Carmen
Tarragona,1087,2005-01-26,Parking,Alquiler,197,1199730,2006-01-13,Luisa
Barcelona,1089,2005-01-27,Industrial,Venta,168,1081248,2005-06-01,Carmen
Barcelona,1090,2005-01-28,Local,Alquiler,253,1816793,2005-10-22,Pedro
Tarragona,1092,2005-01-29,Piso,Alquiler,299,2130375,2005-10-28,Carmen
Girona,1093,2005-01-31,Parking,Alquiler,222,2209344,2005-09-09,Carmen
Barcelona,1094,2005-02-01,Piso,Venta,139,1187477,2005-05-31,Carmen
Barcelona,1095,2005-02-01,Local,Venta,300,1772700,2006-01-03,María
Barcelona,1098,2005-02-01,Suelo,Venta,262,1960808,2005-09-11,Pedro
Tarragona,1100,2005-02-02,Piso,Alquiler,243,1814238,2006-01-29,Jesús
Tarragona,1102,2005-02-02,Casa,Venta,268,1950772,2005-06-02,Joaquín
Girona,1106,2005-02-04,Oficina,Venta,141,1279434,2005-09-26,Carmen
Lleida,1108,2005-02-05,Industrial,Alquiler,199,1009328,2005-12-04,Pedro
Tarragona,1109,2005-02-05,Parking,Alquiler,286,2064634,2005-05-26,Carmen
Barcelona,1112,2005-02-06,Industrial,Alquiler,210,1602300,2005-06-26,Pedro
Tarragona,1113,2005-02-06,Parking,Venta,157,1323353,2005-07-25,Luisa
Girona,1117,2005-02-08,Casa,Alquiler,154,1037498,2005-09-20,Luisa
Lleida,1118,2005-02-09,Parking,Alquiler,293,2741308,2005-10-20,María
Barcelona,1119,2005-02-10,Local,Alquiler,286,1912482,2005-11-26,Pedro
Girona,1120,2005-02-10,Local,Venta,180,1707660,2005-07-28,Joaquín
Lleida,1121,2005-02-10,Piso,Venta,176,1592624,2005-05-20,Carmen
Girona,1122,2005-02-11,Piso,Venta,228,1339044,2005-12-14,Pedro
Girona,1124,2005-02-11,Piso,Venta,208,1215344,2005-05-27,Jesús
Tarragona,1125,2005-02-13,Casa,Alquiler,245,2287075,2006-01-31,Luisa
Barcelona,1128,2005-02-14,Parking,Venta,229,1859480,2006-01-06,Joaquín
Barcelona,1138,2005-02-16,Casa,Venta,257,1066550,2005-09-23,Carmen
Tarragona,1140,2005-02-16,Suelo,Venta,140,1318660,2005-10-16,Pedro
Lleida,1141,2005-02-16,Parking,Venta,179,1601334,2005-11-07,Jesús
Tarragona,1142,2005-02-16,Casa,Venta,230,1033850,2005-10-30,María
Barcelona,1143,2005-02-17,Suelo,Alquiler,254,1394206,2005-05-28,Carmen
Barcelona,1144,2005-02-17,Suelo,Alquiler,256,2176768,2006-02-13,Carmen
Barcelona,1146,2005-02-17,Oficina,Venta,198,1090782,2006-02-01,Joaquín
Lleida,1147,2005-02-18,Industrial,Alquiler,153,1519137,2005-06-20,Carmen
Barcelona,1151,2005-02-18,Local,Venta,158,1308398,2006-02-05,Carmen
